prova,local,link,data
DESAFIO LOCALIZA CAMBE,"Londrina, PR",https://www.chronomax.com.br/resultados/g-live.html?f=2022/2198/desafio_localiza.clax;,2022-OUT-16
CORRIDA CHOQUE X BOPE 2022,"Rio de Janeiro, RJ",https://www.chronomax.com.br/index.php/Maxraceresults/dados/1224;,2022-NOV-06
6º ETAPA COPA NINJA,"Antonina, PR",https://www.chronomax.com.br/resultados/g-live.html?f=2022/2231/copa_ninja_6_etapa.clax;,2022-NOV-13
CICLISMO PEDAL PORECATU 4ª EDIÇÃO,"PORECATU, PR",https://www.chronomax.com.br/resultados/g-live.html?f=2023/2899/corrida_porecatu.clax;,2022-DEZ-03
31º Troféu Brasil de Triathlon – 4ª Etapa,"Sao Paulo, SP",https://www.chronomax.com.br/resultados/g-live.html?f=2022/2017/tbt_etapa4.clax;,2022-DEZ-11
POA NIGHT RUN,"PORTO ALEGRE, RS",https://www.chronomax.com.br/resultados/g-live.html?f=2023/2366/poa_night_run.clax;,2023-MAR-18
RUN DE JANEIRO - QUINTA DA BOA VISTA 2023,"RIO DE JANEIRO, RJ",https://www.chronomax.com.br/index.php/Maxraceresults/dados/1352;,2023-MAR-26
2ª MITO TRAIL RUN,"TOLEDO, PR",https://www.chronomax.com.br/index.php/Maxraceresults/dados/437;,2018-NOV-25
30ª CORRIDA E CAMINHADA PELA RECONSTRUÇÃO DO CÉLIO DE BARROS,"RIO DE JANEIRO, RJ",https://www.chronomax.com.br/index.php/Maxraceresults/dados/575;,2019-JUN-09
V WINTER FAMILY FISK CIANORTE FECAM INTEGRADO,"CIANORTE, PR",https://www.chronomax.com.br/index.php/Maxraceresults/dados/590;,2019-JUN-30
13ª CORRIDA DE SÃO CRISTOVÃO,"IRATI, PR",https://www.chronomax.com.br/index.php/Maxraceresults/dados/616;,2019-JUL-28
MEIA MARATONA DE NITERÓI 2019,"RIO DE JANEIRO, RJ",https://www.chronomax.com.br/index.php/Maxraceresults/dados/637;,2019-SET-15
MIZUNO UPHILL BATTLE 67KM,"LAURO MULLER, SC",https://www.chronomax.com.br/index.php/Maxraceresults/dados/648;,2019-AGO-31
35ª Meia Maratona Bela Vista - 2019,"GASPAR, SC",https://www.chronomax.com.br/index.php/Maxraceresults/dados/658;,2019-SET-29
ZARIFF NIGHT RUN,"FRANCISCO BELTRÃO, PR",https://www.chronomax.com.br/index.php/Maxraceresults/dados/678;,2019-OUT-19
POA DAY RUN - 3ª ETAPA 2019,"PORTO ALEGRE, RS",https://www.chronomax.com.br/index.php/Maxraceresults/dados/464;,2019-NOV-10
2ª CORRIDA INTER CONDOMÍNIOS WFIT,"LONDRINA, PR",https://www.chronomax.com.br/index.php/Maxraceresults/dados/693;,2019-OUT-27
BOULEVARD RUN 2020,"LONDRINA, PR",https://www.chronomax.com.br/index.php/Maxraceresults/dados/736;,2020-FEV-02
DESAFIO 24H TORAO TAKADA,"TOLEDO, PR",https://www.chronomax.com.br/resultados/g-live.html?f=2021/1783/24_h_toledo.clax;,2021-OUT-23
SOLDADO DO BOPE NAS TREVAS 2021,"Rio de Janeiro, RJ",https://www.chronomax.com.br/index.php/Maxraceresults/dados/874;,2021-DEZ-18
CORRIDA UNIMED NOVA IGUAÇU - 189 ANOS DA CIDADE DE NOVA IGUAÇU,"Nova Iguaçu, RJ",https://www.chronomax.com.br/index.php/Maxraceresults/dados/900;,2022-JAN-15
CORRIDA DO TÚNEL 2022,"Niterói, RJ",https://www.chronomax.com.br/index.php/Maxraceresults/dados/762;,2022-MAR-13
31º Troféu Brasil de Triathlon - 1 Etapa - 2022,"Santos, SP",https://www.ativo.com/calendario/eventos/america-do-sul/br/sp/santos/triathlon/37580/31o-trofeu-brasil-de-triathlon-1-etapa-2022/;,2022-ABR-03
20ª CORRIDA GRAACC – 2022,"São Paulo, SP",https://www.ativo.com/calendario/eventos/america-do-sul/br/sp/sao-paulo/corrida-de-rua/38258/20-corrida-e-caminhada-comexport-graacc/;,2022-MAI-08
1° BIKE AND RUN DUATHLON SERIES,"Curitiba, PR",https://www.chronomax.com.br/resultados/g-live.html?f=2022/2123/duathlon_bike_run.clax;,2022-MAI-22
31º Troféu Brasil de Triathlon - 2 Etapa - 2022,"Santos, SP",https://www.chronomax.com.br/resultados/g-live.html?f=2022/2016/tbt_etapa2.clax;,2022-JUN-12
6ª CORRIDA INTEGRAÇÃO RIBEIRÃO PRETO,"Ribeirão Preto, SP",https://www.chronomax.com.br/resultados/g-live.html?f=2022/2005/integracao_rp.clax;,2022-JUN-26
SPEED RUN SP,"São Paulo, SP",https://www.chronomax.com.br/resultados/g-live.html?f=2022/2102/speed_run_sp.clax;,2022-JUL-03
NIGHT RUN - RECIFE,"Recife, PE",https://www.ativo.com/calendario/eventos/america-do-sul/br/pe/recife/corrida-de-rua/37299/night-run-2022-etapa-1-recife/;,2022-AGO-13
L'ÉTAPE BRASIL by TOUR DE FRANCE,"Campos do Jordão, SP",https://www.chronomax.com.br/resultados/g-live2.html?f=2022/1962/letape_brasil.clax;,2022-SET-25
CORRIDA DA COPA 2022,"RIO DE JANEIRO, ",https://www.chronomax.com.br/index.php/Maxraceresults/dados/1225;,2022-NOV-06
XTERRA ITABIRA,"Itabira, MG",https://www.chronomax.com.br/resultados/g-live.html?f=2022/1927/xterra_itabira.clax;,2022-NOV-26
XTERRA BÚZIOS 2022,"Rio de Janeiro, RJ",https://www.chronomax.com.br/resultados/g-live.html?f=2022/1932/xterra_buzios.clax;,2022-DEZ-10
CORRIDA GAM FENIX 2023,"NITEROI, RJ",https://neorace.com.br/resultados/g-live.html?f=2023/mar/gam/gam23.clax;,2023-MAR-26
HERO SWIMRUN 2023,"ARMAÇÃO DE BUZIOS, RJ",https://www.chronomax.com.br/index.php/Maxraceresults/dados/1368;,2023-ABR-15
CIRCUITO DAS ESTAÇÕES OUTONO - RECIFE - 2023,"RECIFE, PE",https://www.ativo.com/calendario/eventos/america-do-sul/br/pe/recife/corrida-de-rua/38582/circuito-das-estacoes-2023-outono-recife/;,2023-ABR-16
RIO AQUATHLON 2ª ETAPA 2023,"Rio de Janeiro, RJ",https://neorace.com.br/resultados/g-live.html?f=2023/mai/aqua/aqua2.clax;,2023-MAI-07
CORRIDA DO BEM EM PROL DA APAE - MARINGÁ PR,"MARINGÁ, PR",https://www.chronomax.com.br/index.php/Maxraceresults/dados/496;,2019-MAR-17
CIRCUITO DECATHLON OFF ROAD ETAPA 1 2019,"LONDRINA, PR",https://www.chronomax.com.br/index.php/Maxraceresults/dados/476;,2019-FEV-03
CINFAABB 2019,"FOZ DO IGUAÇU, PR",https://www.chronomax.com.br/index.php/Maxraceresults/dados/531;,2019-ABR-08
XTERRA - ETAPA AGULHAS NEGRAS - DUATHLON,"RESENDE , RJ",https://www.chronomax.com.br/index.php/Maxraceresults/dados/593;,2019-JUL-13
4ª CORRIDA E CAMINHADA ASSECAMPE / BRASKEM,"DUQUE DE CAXIAS, RJ",https://www.chronomax.com.br/index.php/Maxraceresults/dados/632;,2019-AGO-17
VIRADA CARIOCA RUN 2019,"RIO DE JANEIRO, RJ",https://www.chronomax.com.br/index.php/Maxraceresults/dados/731;,2019-DEZ-31
SUMMER 48K,"CAPÃO DA CANOA, RS",https://www.chronomax.com.br/resultados/g-live.html?f=2020/SUMMER-48K/SUMMER-48K.clax;,2021-MAR-27
POA NIGHT RUN - 2021,"PORTO ALEGRE, RS",https://www.chronomax.com.br/resultados/g-live.html?f=2021/1757/poa_night_run.clax;,2021-SET-25
L'ETAPE RIO 2021,"RIO DE JANEIRO, RJ",https://www.chronomax.com.br/resultados/g-live.html?f=2021/1782/letape_rio.clax;,2021-NOV-21
CIRCUITO DA FAMÍLIA - Edição Natal 2021,"Rio de Janeiro, RJ",https://www.chronomax.com.br/index.php/Maxraceresults/dados/875;,2021-DEZ-05
TRIATHLON INTERNACIONAL DE SANTOS,"Santos, SP",https://www.chronomax.com.br/resultados/g-live.html?f=2022/1878/t.i.s.clax;,2022-FEV-13
TRAIL MARATHON RIO DE JANEIRO 2022,"Rio de Janeiro, RJ",https://www.chronomax.com.br/index.php/Maxraceresults/dados/988;,2022-ABR-16
CIRCUITO SAÚDE - ETAPA PIRACICABA,"PIRACICABA, SP",https://www.chronomax.com.br/resultados/g-live.html?f=2022/1885/cs3_piracicaba.clax;,2022-MAR-20
CIRCUITO JUNTOS - SÃO PAULO 2ª ETAPA,"São Paulo, SP",https://www.ativo.com/calendario/eventos/america-do-sul/br/sp/sao-paulo/corrida-de-rua/38340/circuito-juntos-2022-etapa-2-sao-paulo/;,2022-JUN-05
RIO AQUATHLON - 5ª ETAPA,", ",https://triathlon.com.br/competicoes/resultados/;,2022-AGO-28
MEIA MARATONA DE NITERÓI 2022,"NITERÓI, RJ",https://chronomax.com.br/resultados/g-live.html?f=neorace/2022/SETEMBRO/MEIANIT/meianiteroi22.clax;,2022-SET-11
17 EDIÇÃO DESAFIO DA MANTIQUEIRA,"Campos do Jordão, SP",https://www.chronomax.com.br/resultados/g-live.html?f=2022/2280/desafio_mantiqueira.clax;,2022-OUT-09
12ª MARATONA PA de REVEZAMENTO RJ,"Rio de Janeiro, RJ",https://www.ativo.com/calendario/eventos/america-do-sul/br/rj/rio-de-janeiro/corrida-de-rua/37870/12-maratona-pao-de-acucar-de-revezamento-rio-de-janeiro/;,2022-OUT-16
LIFE ITAIPU 2022,"NITERÓI, RJ",https://www.chronomax.com.br/index.php/Maxraceresults/dados/1226;,2022-NOV-13
NIGHT RUN UMUARAMA,"UMUARAMA, PR",https://www.chronomax.com.br/resultados/g-live.html?f=2022/2153/night_run_umuarama.clax;,2022-DEZ-03
CIRCUITO LIGHT RIO ANTIGO - ETAPA PORTO MARAVILHA 2022,"RIO DE JANEIRO, RJ",https://neorace.com.br/resultados/g-live.html?f=2022/dez/rioantigo/rioantigoporto.clax;,2022-DEZ-11
WTR CAMELBAK PRAIAS SELVAGENS 2023,"Rio de Janeiro, RJ",https://neorace.com.br/resultados/g-live.html?f=2023/mar/wtr/wtrps.clax;,2023-MAR-18
CIRCUITO ESTAÇÕES OUTONO - FORTALEZA - 2023,"FORTALEZA, CE",https://www.ativo.com/calendario/eventos/america-do-sul/br/ce/fortaleza/corrida-de-rua/38557/circuito-das-estacoes-2023-outono-fortaleza/;,2023-ABR-02
TRICOLOR NIGHT RUN - 1º ETAPA 2023,"SÃO PAULO, SP",https://www.chronomax.com.br/resultados/g-live.html?f=2023/2401/tricolor_night_run.clax;,2023-JUN-17
BIATHLON E RUN - REI E RAINHA DO MAR - NITEROI 2023,"NITERÓI, RJ",https://neorace.com.br/resultados/g-live.html?f=2023/mai/rrm/tbkrrmnit.clax;,2023-MAI-28
NIGHT RUN - RECIFE - ETAPA 1 - 2023,"RECIFE, PE",https://www.ativo.com/calendario/eventos/america-do-sul/br/pe/recife/corrida-de-rua/38588/night-run-2023-etapa-1-recife/;,2023-MAI-20
PICOS PRO RACE - PIAUI - 2023,"PIAUI, PI",https://www.chronomax.com.br/resultados/g-live.html?f=2023/2500/picos_pro_mtb.clax;,2023-JUL-07
BRONKOS RACE - GUARAREMA - SÃO PAULO,"GUARAREMA, SP",https://www.chronomax.com.br/resultados/g-live.html?f=2023/2707/bronkos_race.clax;,2023-JUN-25
BETO CARRERO MOUNTAIN BIKE,"PENHA, SC",https://www.chronomax.com.br/index.php/Maxraceresults/dados/400;,2018-DEZ-02
CYRELA GOLDSZTEIN POA NIGHT RUN 2019 - 1ª ETAPA,"PORTO ALEGRE, RS",https://www.chronomax.com.br/index.php/Maxraceresults/dados/458;,2019-ABR-06
CIRCUITO SESC SÃO JOSE DO RIO PRETO,"SAO JOSE DO RIO PRETO, SP",https://www.chronomax.com.br/index.php/Maxraceresults/dados/584;,2019-JUN-09
REGIONAL OESTE DE MTB - 3ª ETAPA,"MEDIANEIRA, PR",https://www.chronomax.com.br/index.php/Maxraceresults/dados/591;,2019-JUN-30
RUNNING TOUR UNINTER LONDRINA 2019,"LONDRINA, PR",https://www.chronomax.com.br/index.php/Maxraceresults/dados/609;,2019-JUL-27
PROJETO DE BRAÇOS ABERTOS SANTA MARTA,"RIO DE JANEIRO, RJ",https://www.chronomax.com.br/index.php/Maxraceresults/dados/651;,2019-SET-15
MIZUNO UPHILL CHALLENGE 25KM - NINJAS,"LAURO MULLER, SC",https://www.chronomax.com.br/index.php/Maxraceresults/dados/649;,2019-AGO-31
1º FESTIVAL VELAS DE ITAIPU - Aquathlon e Travessia de natação,"Niterói, RJ",https://www.chronomax.com.br/index.php/Maxraceresults/dados/661;,2019-SET-29
XC RUN BUZIOS 2019,"ARMAÇÃO DE BÚZIOS, RJ",https://www.chronomax.com.br/index.php/Maxraceresults/dados/679;,2019-OUT-19
SICREDI NIGHT RUN - 5ª EDIÇÃO,"TEUTONIA, RS",https://www.chronomax.com.br/index.php/Maxraceresults/dados/704;,2019-NOV-09
3ª CORRIDA E CAMINHADA NOTURNA DE COMBATE AO CANCER DA ASSOCIAÇÃO SAGRADA FAMILIA,"ARAPONGAS, PR",https://www.chronomax.com.br/index.php/Maxraceresults/dados/690;,2019-OUT-26
3H DAMHA SAO CARLOS,"SÃO CARLOS, SP",https://www.chronomax.com.br/resultados/g-live.html?f=2021/1741/3h_damha_sao_carlos.clax;,2021-OUT-17
AJ CORRIDA DA VIRADA 3º EDIÇÃO - NITERÓI RJ,"NITERÓI, RJ",https://www.chronomax.com.br/index.php/Maxraceresults/dados/860;,2021-DEZ-26
CORRIDA GRANADO PINK 2022,"Rio de Janeiro, RJ",https://www.chronomax.com.br/index.php/Maxraceresults/dados/928;,2022-MAR-12
CIRCUITO JUNTOS - SANTO ANDRE,"Santo Andre , SP",https://www.ativo.com/calendario/eventos/america-do-sul/br/sp/santo-andre/corrida-de-rua/38249/circuito-juntos-2022-santo-andre/;,2022-MAR-27
GIRL POWER OSASCO,"Osasco, SP",https://www.ativo.com/calendario/eventos/america-do-sul/br/br/brasil/corrida-de-rua/38310/girl-power-2022-osasco/;,2022-MAI-08
CORRIDA DO BEM - SP,"São Paulo, SP",https://www.ativo.com/calendario/eventos/america-do-sul/br/sp/sao-paulo/corrida-de-rua/38314/corrida-do-bem-etapa-ii-sao-paulo-2022/;,2022-MAI-22
ECO RUN - RJ,"Rio de Janeiro, RJ",https://www.ativo.com/calendario/eventos/america-do-sul/br/rj/rio-de-janeiro/corrida-de-rua/38318/eco-run-2022-rio-de-janeiro/;,2022-JUN-12
ATHENAS RUN STRONGER SP 2022,"São Paulo, SP",https://www.chronomax.com.br/resultados/g-live.html?f=2022/1857/athenas_sp.clax;,2022-JUN-26
ECO RUN - SSA,"Salvador, BA",https://www.ativo.com/calendario/eventos/america-do-sul/br/ba/salvador/corrida-de-rua/38349/eco-run-2022-salvador/;,2022-JUL-03
XTERRA - OURO PRETO,"Ouro Preto, MG",https://www.chronomax.com.br/resultados/g-live.html?f=2022/1926/xterra_ouro_preto.clax;,2022-AGO-13
37ª CORRIDA INTEGRAÇÃO CAMPINAS,"Campinas, SP",https://www.chronomax.com.br/resultados/g-live.html?f=2022/2006/integracao_campinas.clax;,2022-SET-25
BSB CITY HALF MARATHON,"BRASILIA, DF",https://www.chronomax.com.br/resultados/g-live.html?f=2022/1865/bsb_city_half_marathon.clax;,2022-NOV-06
CIRCUITO DAS ESTAÇÕES - VERÃO - REC," Recife, ",https://www.ativo.com/calendario/eventos/america-do-sul/br/pe/recife/corrida-de-rua/38200/circuito-das-estacoes-2022-verao-recife/;,2022-NOV-20
UP NIGHT RUN PORTO ALEGRE,"Porto Alegre, RS",https://www.ativo.com/calendario/eventos/america-do-sul/br/rs/porto-alegre/corrida-de-rua/38248/up-night-run-2022-porto-alegre/;,2022-DEZ-10
CORRIDA DE NATAL DO MUSAL 2022,"RIO DE JANEIRO, RJ",https://www.chronomax.com.br/index.php/Maxraceresults/dados/1234;,2022-DEZ-11
ATHENAS RUN FASTER -SP,"SÃO PAULO, SP",https://www.chronomax.com.br/resultados/g-live.html?f=2023/2421/athenas_faster_sp.clax;,2023-MAR-12
DESAFIO BRAVES MUD RACE - 2023,"SÃO JOSÉ DOS PINHAIS, PR",https://www.chronomax.com.br/resultados/g-live.html?f=2023/2499/desafio_braves.clax;,2023-MAR-25
WRUN CORRIDA FEMININA - SÃO PAULO 2023,"SÃO PAULO, SP",https://www.chronomax.com.br/resultados/g-live.html?f=2023/2438/wrun_sp.clax;,2023-ABR-16
CIRCUITO LIGHT RIO ANTIGO - LARGO DA CARIOCA 2023,"Rio de Janeiro, RJ",https://neorace.com.br/resultados/g-live.html?f=2023/mai/rioant/riocarioca.clax;,2023-MAI-07
TF EXPERIENCE - PORTO FELIZ - 2023,"PORTO FELIZ, SP",https://www.chronomax.com.br/resultados/g-live.html?f=2023/2647/tf_experience.clax;,2023-JUN-25
GIRL POWER RUN2 - RIO DE JANEIRO - 2023,"RIO DE JANEIRO , RJ",https://www.ativo.com/calendario/eventos/america-do-sul/br/rj/rio-de-janeiro/corrida-de-rua/38788/girl-power-2023-rio-de-janeiro/;,2023-AGO-06
CORRIDA DO BEM ECO - AÇAILANDIA - 2023,"SÃO LUÍS MARANHÃO , MA",https://www.ativo.com/calendario/eventos/america-do-sul/br/ma/acailandia/corrida-de-rua/38793/corrida-do-bem-eco-acailandia-2023/;,2023-AGO-20
MEIA MARATONA DE SÃO JOSÉ DOS PINHAIS 2019,"SÃO JOSÉ DOS PINHAIS, PR",https://www.chronomax.com.br/index.php/Maxraceresults/dados/497;,2019-MAR-17
2ª TRAIL RUN MORRO DOS CONVENTOS,"ARARANGUA, SC",https://www.chronomax.com.br/index.php/Maxraceresults/dados/462;,2019-JAN-27
XTERRA - ETAPA AGULHAS NEGRAS - TRAIL RUN,"RESENDE, RJ",https://www.chronomax.com.br/index.php/Maxraceresults/dados/603;,2019-JUL-13
1ª Corrida Entomológica da SEB,"LONDRINA, PR",https://www.chronomax.com.br/index.php/Maxraceresults/dados/622;,2019-AGO-12
1º FESTIVAL VELAS DE ITAIPU - SUP,"Niterói, RJ",https://www.chronomax.com.br/index.php/Maxraceresults/dados/660;,2019-SET-28
CORRIDA ILUMINADA DE NATAL,"CAMPOS DO JORDÃO, SP",https://www.chronomax.com.br/index.php/Maxraceresults/dados/724;,2019-DEZ-21
GRANGIRO MTB - ETAPA BÚZIOS 2021,"Armação de Búzios, RJ",https://www.chronomax.com.br/index.php/Maxraceresults/dados/830;,2021-MAR-14
UPHILL MARATHON 2021,"LAURO MULLER, SC",https://www.chronomax.com.br/resultados/g-live.html?f=2021/uphill/uphill_marathon.clax;,2021-SET-11
POA DAY RUN 2021 - 2ª ETAPA,"PORTO ALEGRE, RS",https://www.chronomax.com.br/resultados/g-live.html?f=2021/1811/poa_day_run_etp2.clax;,2021-NOV-21
1ª CORRIDA PEDESTRE DEZEMBER-FEST DE JAPURA,"JAPURÁ, PR",https://www.chronomax.com.br/resultados/g-live.html?f=2021/1803/dezember_fast.clax;,2021-DEZ-05
ATHENAS RUN FASTER SP 2022,"SÃO PAULO, SP",https://www.chronomax.com.br/resultados/g-live.html?f=2022/1854/athenas_run_faster.clax;,2022-FEV-06
CIRCUITO DAS ESTAÇÕES - OUTONO - REC,"Recife, PE",https://www.ativo.com/calendario/eventos/america-do-sul/br/pe/recife/corrida-de-rua/38181/circuito-das-estacoes-2022-outono-recife/;,2022-ABR-10
CIRCUITO CAPIXABA DE MONTANHAS - PEDRA AZUL 2022,"DOMINGOS MARTINS, ED",https://www.chronomax.com.br/index.php/Maxraceresults/dados/1033;,2022-JUN-04
MARATONA FILA,"São Paulo, SP",https://www.chronomax.com.br/resultados/g-live.html?f=2022/2214/maratona_fila.clax;,2022-AGO-28
CENTAURO REVEZA ADIDAS - SÃO PAULO,"São Paulo, SP",https://www.chronomax.com.br/resultados/g-live.html?f=2022/2247/centauro_reveza.clax;,2022-SET-11
CORRIDA SANTOS DUMONT 2022,"RIO DE JANEIRO, RJ",https://chronomax.com.br/resultados/g-live.html?f=neorace/2022/outubro/stosdumont/santosdumont.clax;,2022-OUT-09
Corrida Juntos III RJ,"Rio de Janeiro, RJ",https://www.ativo.com/calendario/eventos/america-do-sul/br/rj/rio-de-janeiro/corrida-de-rua/38474/circuito-juntos-2022-etapa-3-rio-de-janeiro/;,2022-OUT-16
CIRCUITO ATHENAS 21K - RJ,"RIO DE JANEIRO, RJ",https://www.chronomax.com.br/resultados/g-live.html?f=2022/1860/athenas_rj.clax;,2022-NOV-13
CENTAURO REVEZA ADIDAS - BH,"Belo Horizonte, MG",https://www.chronomax.com.br/resultados/g-live.html?f=2022/2286/centauro_reveza_bh.clax;,2022-DEZ-04
SUMMER 48KM,"Capão da Canoa , RS",https://www.chronomax.com.br/resultados/g-live.html?f=2022/2331/summer_48k.clax;,2022-DEZ-03
GO GREEN - PORTO ALEGRE - 2023,"PORTO ALEGRE, RS",https://www.ativo.com/calendario/eventos/america-do-sul/br/rs/porto-alegre/corrida-de-rua/38655/circuito-go-green-2023-porto-alegre;,2023-ABR-02
POA HALF MARATHON 2023,"PORTO ALEGRE, RS",https://www.chronomax.com.br/resultados/g-live.html?f=2023/2371/poa_half_marathon.clax;,2023-ABR-16
12ª MEIA E MARATONA DE FLORIPA,"FLORIANÓPOLIS , SC",https://www.ativo.com/calendario/eventos/america-do-sul/br/sc/florianopolis/corrida-de-rua/38532/12-meia-maratona-de-florianopolis-42k-de-floripa/;,2023-JUN-11
KIDS SWIM - REI E RAINHA DO MAR - NITEROI 2023,"NITERÓI, RJ",https://neorace.com.br/resultados/g-live.html?f=2023/mai/rrm/swkrrmnit.clax;,2023-MAI-28
CIRCUITO CAPIXABA DE MONTANHAS - ETAPA PEDRA AZUL NIGHT RUN 2023,"DOMINGOS MARTINS, ES",https://www.chronomax.com.br/index.php/Maxraceresults/dados/1407;,2023-MAI-20
SWIM BRASIL - PARATY 2023,"PARATY, RJ",https://neorace.com.br/resultados/g-live.html?f=2023/jul/srb/swimprty23.clax;,2023-JUL-03
CORRIDA DA BRIGADA PARAQUEDISTA 2023,"RIO DE JANEIRO, RJ",https://neorace.com.br/resultados/g-live.html?f=2023/set/pqd/brpqd.clax;,2023-SET-10
MARATONA FILA - SÃO PAULO - 2023,"SÃO PAULO, SP",https://www.chronomax.com.br/resultados/g-live.html?f=2023/2696/maratona_fila_sp.clax;,2023-AGO-27
CIRCUITO DAS ESTAÇÕES PRIMAVERA - RECIFE - 2023,"RECIFE, PE",https://www.ativo.com/calendario/eventos/america-do-sul/br/pe/recife/corrida-de-rua/38905/circuito-das-estacoes-2023-primavera-recife/;,2023-SET-17
CIRCUITO DAS ESTAÇÕES ETAPA PRIMAVERA - 2023 - RIO DE JANEIRO,"RIO DE JANEIRO , RJ",https://www.ativo.com/calendario/eventos/america-do-sul/br/rj/rio-de-janeiro/corrida-de-rua/38553/circuito-das-estacoes-2023-primavera-rio-de-janeiro/;,2023-SET-24
NIGHT RUN 2023 - ETAPA 1 - BRASÍLIA,"BRASILIA, DF",https://www.ativo.com/calendario/eventos/america-do-sul/br/df/brasilia/corrida-de-rua/38577/night-run-2023-etapa-1-brasilia/;,2023-OUT-07
CIRCUITO DE CORRIDAS CIDADE DAS FLORES - 2ª ETAPA 2019,"CORBÉLIA, PR",https://www.chronomax.com.br/index.php/Maxraceresults/dados/586;,2019-JUN-09
CIRCUITO DECATHLON OFF ROAD – 2º ETAPA 2019,"LONDRINA, PR",https://www.chronomax.com.br/index.php/Maxraceresults/dados/557;,2019-JUN-23
PROJETO DE BRAÇOS ABERTOS BOREL,"RIO DE JANEIRO, RJ",https://www.chronomax.com.br/index.php/Maxraceresults/dados/610;,2019-JUL-21
CORRIDA E.C PINHEIROS 120 ANOS,"SAO PAULO, SP",https://www.chronomax.com.br/index.php/Maxraceresults/dados/652;,2019-SET-15
MIZUNO UPHILL MARATHON 2019 - NINJAS,"LAURO MULLER, SC",https://www.chronomax.com.br/index.php/Maxraceresults/dados/650;,2019-AGO-31
1ª ALVOBIKE SOLIDÁRIA MTB,"ALVORADA DO SUL, PR",https://www.chronomax.com.br/index.php/Maxraceresults/dados/669;,2019-OUT-13
CORRIDA NOTURNA UNOPAR ARAPONGAS,"ARAPONGAS, PR",https://www.chronomax.com.br/index.php/Maxraceresults/dados/696;,2019-NOV-07
CIRCUITO DECATHLON OFF ROAD - 3 ETAPA 2019,"LONDRINA, PR",https://www.chronomax.com.br/index.php/Maxraceresults/dados/625;,2019-OUT-20
POA DAY RUN 2021 - 1ª ETAPA,", ",https://www.chronomax.com.br/resultados/g-live.html?f=2021/1776/poa_day_run.clax;,2021-OUT-17
SÃO GARRAFA RUN 2021,"NITERÓI, RJ",https://www.chronomax.com.br/index.php/Maxraceresults/dados/861;,2021-DEZ-19
XTERRA - MARIANA,"Mariana, MG",https://www.chronomax.com.br/resultados/g-live.html?f=2022/1905/xterra_mariana.clax;,2022-MAR-12
XTERRA - ILHA BELA,"Ilha Bela, SP",https://www.chronomax.com.br/resultados/g-live.html?f=2022/1929/xterra_ilhabela.clax;,2022-MAI-07
CIRCUITO JUNTOS - RIO DE JANEIRO,", ",https://www.ativo.com/calendario/eventos/america-do-sul/br/rj/rio-de-janeiro/corrida-de-rua/38311/circuito-juntos-2022-etapa-2-rio-de-janeiro/;,2022-MAI-22
BROTHER TOP AQUATHLON,"Vitoria, ES",https://www.chronomax.com.br/resultados/g-live.html?f=2022/2126/brother_top.clax;,2022-JUN-11
CIRCUITO DAS ESTAÇÕES - INVERNO - BH,"Belo Horizonte, MG", https://www.ativo.com/calendario/eventos/america-do-sul/br/mg/belo-horizonte/corrida-de-rua/38171/circuito-das-estacoes-2022-inverno-belo-horizonte/;,2022-JUL-03
1ª CORRIDA DE RUA CARDIO BEAT DE RONDON,"Rondon, PR",https://www.chronomax.com.br/resultados/g-live.html?f=2022/2090/cardio_beat_rondon.clax;,2022-AGO-07
2ª Corrida das Perobas,"Cianorte, PR",https://www.chronomax.com.br/resultados/g-live.html?f=2022/2113/corrida_perobas.clax;,2022-SET-25
NIGHT RUN SP - ETAPA 2,"São Paulo, SP",https://www.ativo.com/calendario/eventos/america-do-sul/br/sp/sao-paulo/corrida-de-rua/37323/night-run-2022-etapa-2-sao-paulo/;,2022-NOV-05
CORRIDA JUNTOS JUNDIAI,"JUNDIAI, SP",https://www.ativo.com/calendario/eventos/america-do-sul/br/sp/jundiai/corrida-de-rua/38598/circuito-juntos-2022-jundiai/;,2022-NOV-20
1ª CORRIDA DA BRIGADA PÁRA-QUEDISTA,"RIO DE JANEIRO, RJ",https://www.chronomax.com.br/index.php/Maxraceresults/dados/1235;,2022-DEZ-11
CIRCUITO ESTAÇÕES OUTONO - RIO DE JANEIRO,"RIO DE JANEIRO , RJ",https://www.ativo.com/calendario/eventos/america-do-sul/br/rj/rio-de-janeiro/corrida-de-rua/38541/circuito-das-estacoes-2023-outono-rio-de-janeiro/;,2023-MAR-12
2ª MARATONA DE NITERÓI,"Niterói, RJ",https://neorace.com.br/resultados/g-live.html?f=2023/mai/mnit/mn23.clax;,2023-MAI-07
XC RUN BUZIOS FACE SUL 2023,"ARMAÇÃO DE BUZIOS, RJ",https://neorace.com.br/resultados/g-live.html?f=2023/jun/xc/xcfs23.clax;,2023-JUN-24
CORRIDA CENTENÁRIA DO  DO AVAI - 2023,"FLORIANÓPOLIS , SC",https://www.chronomax.com.br/resultados/g-live.html?f=2023/2700/corrida_centenario_do_avai.clax;,2023-AGO-06
POA DAY RUN - 2023 - ETAPA 2,"PORTO ALEGRE, RS",https://www.chronomax.com.br/resultados/g-live.html?f=2023/2368/poa_day_run_etapa2.clax;,2023-AGO-20
